,0
"Але часами, несподівано зовсім, коли він зводив очі на зелені царинки, де спочивало в копицях сіно, або на глибокий задуманий ліс, звідти злітав до нього давно забутий голос:

Ізгадай мні, мій миленький,
Два рази на днину,
А я тебе ізгадаю
Сім раз на годину…
Тоді він кидав роботу і десь пропадав.",-1
"Фудульна Палагна, що звикла шість день на тиждень робити і тільки в свято одпочивала, пишаючись красним лудінням, сердито дорікала за його примхи.",0
"Але він гнівавсь:

- Заткнися.",0
"Пазь лиш своє і дай мені спокій…

Він сам сердивсь на себе: ""Нащо воно?""",1
- і винувато йшов до худоби.,0
Приносив їй хліба чи грудку солі.,0
"З довірливим риком тяглася до нього його біланя або голубаня, висувала теплий червоний язик і разом з сіллю лизала руки.",0
"Вогкі блискучі очі приязно дивились на нього, а теплий дух молочного вим'я та свіжого гною знову вертали втрачений спокій і рівновагу.",1
"В кошарі його обливало ціле море овець, таких маленьких, круглих.",0
"Вони знали господаря свого, сі барани і ягниці, і з радісним беканням терлись до його ніг.",1
Він запускав пальці в пухнату вовну або з батьківським почуттям брав на руки ягня - і дух полонини віяв тоді над ним та О кликав у гори.,0
Ставало спокійно і тепло на серці.,1
У сьому була Іванова радість.,1
Чи він кохав Палагну?,1
Така думка ніколи не займала його голови.,-1
"Він Єазда, вона Єаздиня, і хоч дітей у них не було, зате була худібка- чого ж ще більше?",0
"На добрім хазяйстві Палагна набралась тіла, стала повна й червона, курила люльку, як Іванова мати, носила пишні шовкові хустки, а на воластій шиї блищало у неї стільки намиста, що челядь з заздрощів аж розсідалась.",0
Вони їздили разом до міста або на храм.,0
"Палагна сама сідлала свого коня і закладала червоний постіл в стремено так гордо, неначе всі гори належали тільки до неї.",0
"На храмах були люди та далекі роди, пінилось пиво, лилась горілка, злітались усякі новини з далеких гір, Іван обіймав молодиці, Палагну цілували чужі чоловіки - ото диво яке!",1
"- і вдоволені, що набулись так файно, вони вертались знову до щоденних турбот.",0
До них теж приїздили чесні Єазди в гостину.,1
- Слава Ісусу.,1
"Як жінка, маржинка, ци дужі?",0
"- Гаразд, як ви?…

Засідали за мережаний стіл.",0
"тяжкі в своїм овечім убранні, і споживали вкупі свіжу кулешу та гуслянку гостру, од якої облазив язик.",1
Так йшло життя.,0
"Для праці - будні, для ворожіння - свято.",1
На святий вечір Іван був завжди в дивнім настрої.,1
"Наче переповнений чимсь таємничим й священним, він все робив поважно, неначе службу божу служив.",-1
"Клав Палагні живий вогонь для вечері, стелив сіно на стіл та під столом і з повною вірою рикав при тім, як корова, блеяв вівцею та ржав конем, аби велася худоба.",1
"Обкурював ладаном хату й кошари, щоб одігнати звіра й відьом, а коли червона од метушні Палагна серед курива того ознаймляла нарешті, що готові усі дванадцять страв, він, перше ніж засісти за стіл, ніс тайну вечерю худобі.",1
"Вона першою мусила скоштувати голубці, сливи, біб та логазу, які так старанно готувала для нього Палагна.",1
Але се було не все.,0
"Ще годилось закликать на тайну вечерю усі ворожі сили, перед якими берігся через ціле життя.",-1
"Брав в одну руку зі стравою миску, а в другу сокиру і виходив надвір.",-1
"Зелені гори, убравшись у білі гуглі, прислухались чуйно, як дзвеніло на небі золото зір, мороз блискав срібним мечем, потинаючи згуки в повітрі, а Іван простягав руку у сю скуту зимою безлюдність і кликав на тайну вечерю до себе всіх чорнокнижників, мольфарів, планетників всяких, вовків лісових та ведмедів.",1
"Він кликав бурю, щоб була ласкава прийти до нього на ситі страви, на палені горілки, на вечерю святу,- але вони не були ласкаві і ніхто не приходив, хоч Іван спрошував тричі.",0
"Тоді він заклинав їх, щоб не з'являлись ніколи,- і легко зітхав.",1
Палагна чекала в хаті.,0
"Вогонь в печі лежав втомившись, тихо дрімаючи жаром, страви спочивали на сіні, різдвяна мирність спливала з темних кутків, голод тягнув до їжі, але вони ще не сміли сісти за стіл.",-1
"Палагна поглядала на чоловіка - і в згоді вони разом згинали коліна, благаючи бога, щоб припустив до вечері ті душі, що їх ніхто не знає, що пропадом пропадають, бутанами([29]) побиті, дорогами покалічені, водами потоплені.",0
"Ніхто за них не згадає, ані встаючи, ані лягаючи, ніхто не згадає, дорогою йдучи, а вони, бідні душі, гірко пробувають у пеклі, чекаючи вечора святого…

І коли так молились, Іван був певний, що за плечима у нього плаче, схилившись, Марічка, а душі нагло померлих невидиме сідають на лави.",-1
"- Продуй перше, ніж маєш сісти!",1
- вимагала від Івана Палагна.,-1
Але він знав і без неї.,0
"Старанно продмухував місце на лаві, щоб не привалить яку душу, і засідав до вечері…

На Маланки до маржини у загороду приходив сам бог.",0
"На високому небі ясно горіли зорі, люто тріщав мороз, а сивий бог йшов босоніж по пухкому снігу і тихо одхиляв двері кошари.",-1
"Прокинувшись вночі, Іван наслухав і, здавалося, чув, як лагідний голос питає маржинку: ""Ци ти, худібка, наїжена, напоєна добре?",1
"Ци сокотить тебе Єазда?""",0
"Радісно блеяли вівці, веселим риком обзивались корови - Єазда доглядає їх добре, сумлінно, поїть, годує і навіть нині вичесав шерсть.",1
Тепер пан-біг напевно обдарує його новим приплодом.,1
І бог давав приплід.,0
"Овечки мирно котились, чинили ягнички, корови щасливо уположались.",1
Палагна вічно заклопотана була своїм ворожінням.,0
"Палила поміж маржиною ватру, аби вона була світуча, красна, як боже світло, аби до неї не мав приступу злий.",-1
"Вона робила, що тільки знала, аби худоба була така тиха, як корінь в землі, така манниста, як у потоці вода.",0
"Вона так ніжно промовляла до неї:

- Ти меш годувати мене і мого Єазду, а я тебе буду шанувати, щоб ти легко спала, щобис рідко рикала, щоби тебе чередінниця не пізнала, де ти ночувала, де ти стояла, щоби тебе хто не урік…

Так йшло життя худоб'яче й людське, що зливалось докупи, як два джерельця у горах в один потік.",1
"x x x
Завтра велике свято.",1
"Теплий Юрій одбира од холодного Дмитра ключі світові, щоб править землею.",-1
"Повні води, на яких плава земля, піднесуть її вище до сонця, Юрій закосичить ліси і царинки, вівця ме обростати у вовну, як літом земля травою, а сінокоси спічнуть од худібки, заростаючи велико зелом.",0
"Завтра - весна, день радості й сонця, а вже сьогодні гори цвітуть вогнями і синій дим загортає смереки прозорим серпанком А коли сонце знизилось, одцвіли ватри і дими одлетіли у небо, радісним риком обізвалась худоба, перегнана через жар, аби була остра у літі, як тота ватра, аби множилась так, як намноживсь од вогню попіл.",1
"Пізно обляглись перед Юрієм люди, хоч рано мали вставати.",-1
"Палагна збудилась, як тільки почало дніти.",0
"""Чи ще не рано?""",-1
"- подумала вголос, але зараз згадала, що нині свято і треба йти на царинку.",0
Одкинула теплий ліжник і встала на ноги.,0
"Іван ще спав, піч позіхала в кутку чорним отвором пащі, а під нею сумно бринів цвіркун.",-1
"Палагна розщібнула сорочку, скинула з себе, постояла гола посеред хати і, боязко озираючись на Івана, пішла до дверей.",-1
"Скрипнули двері, і ранішній холод обвіяв їй тіло.",-1
Гори ще спали.,-1
"Спали ще смерекові ліси, як ченці строгі, посірілі за ніч царинки і сиві шпилі, що розпливались в тумані.",-1
"Холодна мрич підіймалась з долини та простягала білі мохнаті лаби до чорних смерек, а під блідим ще небом оповідав свій сон Черемош.",-1
Палагна ступала по мокрих травах і злегка тремтіла в ранішнім холодку.,-1
"Вона була певна, що ніхто її не побачить, а якби й побачив, то що?",0
"Звісно, шкода було б, якби пропало її ворожіння.",-1
Іншої думки в неї не було.,0
"На благовіщення ще вона закопала у муравлисько сіль, булку й намисто і нині треба було все те звідти дістати.",0
Помалу звикла до зимна.,0
"Її туге тіло, що не знало ще материнства, свобідно і гордо пливло в молодих травах царинки, таке рожеве і свіже, як позолочена хмара, переповнена теплим весняним дощем.",1
Нарешті спинилась під буком.,0
"Але перше ніж розкопать муравлисько, вона підняла угору руки і потяглася смачно всім тілом, хруснувши кісточками.",1
"І враз почула, що тратить силу.",0
Щось їй недобре.,0
"Опустила безвладно руки, глянула перед себе і раптом впірнула в чорну вогнисту безодню, що не пускала її від себе.",-1
Юра-мольфар стояв по той бік вориння і дивився на неї.,0
Вона хотіла крикнуть на нього - і не могла.,0
Хотіла закрити груди руками - й не мала сили їх зняти.,0
Намагалась втекти - і вросла в землю.,0
"Стояла безсила, сливе зомліла, і уперто дивилась у дві чорні жаринки, що випивали з неї всю силу.",-1
Врешті у ній ворухнулася злість.,-1
Пропало ціле ворожіння!,0
"Палагна зробила над собою зусилля, щоб підняти ту злість, і сердито обізвалась до нього:

- Чого вилупив баньки?",-1
Не видів?,0
"Не спускаючи з неї очей, якими скував її всю, Юра блимнув зубами:

- Такої, як ви, Палагно, бігме, не видів.",0
Й закинув ногу через вориння.,0
"Вона бачила добре, як плили до неї ті дві жаринки, що спопелили її волю, а все ж стояла, нездатна поворухнутись, чи то в солодкім, чи то в жахливім чеканні.",0
Він був вже близько.,0
"Бачила мережані шви кептара… блискучі зуби в отворі рота… напівпідняту руку… Тепло його тіла зблизька війнуло на неї, а вона все ще стояла.",1
"І аж коли залізні пальці стиснули їй руку та потягли до себе, вона з криком шарпонулась і побігла до хати.",-1
"Мольфар стояв, роздуваючи ніздрі, і дивився услід, як біле Палагнине тіло вигиналось на травах, мов габи в Черемоші.",0
"Потому, коли Палагна вже щезла, він переліз знову вориння і знов почав розсівать по царинці попіл од учорашньої ватри, аби корови та вівці, що будуть тут пастись, пишно плодились, щоб кожна ягничка чинила по двоє…

Палагна прибігла додому лиха.",1
"Добре, що хоч Іван нічого не бачив.",1
"Ну і сусідонько файний, смага б ті втяла!",0
"Не мав коли приступитись до неї!… Ігій на тебе!… А що ворожіння пропало - то вже пропало… Вагалась, чи казати про Юру Іванові, чи дати спокій.",1
"Ще бійка готова вийти з того та сварка, а з мольфаром лиш зачепись… От були дати в лице та й вже… Але Палагна звала, що не годна зняти на нього руку.",-1
"Навіть при одній думці про се почувала млость у всім тілі, в руках і в ногах, якусь солодку знемогу.",0
"Чула немов павутиння на всьому тілі од гарячого погляду чорних очей, од блиску зубів в пожадливо одкритому роті.",1
"І що б вона не робила в той день, мольфарів погляд її в'язав.",0
"Вже зо два тижні минуло від того часу, а Палагна Іванові не казала про стрічу а Юром.",0
Вона лиш придивлялась до чоловіка.,0
"Щось було важке у ньому, якась жура його гризла та ослабляла тіло, щось старе, водянисте світилось в його стомлених очах.",0
"Помітно худ, ставав байдужий.",0
"Ні, Юра кращий.",1
"Коли б захотіла мати любаса, узяла б Юру.",0
"Але Палагна була фудульна, її силком не візьмеш.",0
"До того, була сердита на мольфара.",0
Раз вони стрілись біля ріки.,0
"Палагні на мить здалося, що вона гола, що тонке павутиння опутало все тіло її.",1
"Вона наче крізь сон почула:

- Як спали, Палагвочко, душко?",-1
"На язиці в неї вертілась відповідь: ""Гаразд, як ви?""",0
"Але вона здержалась, закопилила губу, гордо підняла голову і минула його, немов не бачила навіть.",0
- Як дужі?,0
- почула ззаду удруге.,0
Але не обернулась.,0
"""Ну, тепер начувайся біди!""",-1
- подумала зі страхом.,-1
"І справді ледве вернулась додому, Іван стрів її звісткою, що здохла ягничка.",0
"Але, на диво, їй анітрошки не жалко було ягнички.",1
"Навіть злість брала, що Іван так побивається дуже за нею.",-1
Юра більше не переходив Палагні дороги.,0
Однак її думка все частіше зверталась до нього.,0
"Цікаво й охоче прислухалась Палагна оповіданням про його силу і дивувалась, скільки він може, той палкий Юра, що не видів кращої од Палагни!",1
"Він був могутній, потужний, все знав.",0
"Од його слова гинула зразу худоба, сохла й чорніла, як дим, людина, він міг наслати смерть і життя, розігнать хмару і сперти град, вогнем чорного ока спопелить ворогів і запалити в жіночому серці кохання.",-1
"Він був земним богом, той Юра, що хтів Палагни, що простягав по неї руки, в яких тримає світові сили.",-1
"Її серце часами в'яло для корів і чоловіка, вони там блідли, як розсівається мрич, що на хвилинку сіда на смереки.",0
"З нудьгою вона йшла на царинку, під бук, і там почувала на своїх грудях тепле дихання Юри, залізні пальці його руки.",-1
"Він мав би з неї любаску, коли б тоді з'явився.",0
"Але він не з'являвся…

Була гаряча днина.",1
"Ігрець закурився, земля парувала, од Чорногори бігли безперестанку хмари та виливались дощі, на які збоку світило сонце.",-1
"Так було парно, що Палагна нізащо не полізла б на грунь, коли б не приснився їй сон, який віщував для худоби недобре.",0
Вона хотіла одвідать корови у лісі.,0
"Круг неї гори курились од мричі, наче скипіли гірські потоки й запарували.",-1
Черемош знизу шумів.,-1
"Йому твердо було лежати на скелях, і він перескакував з каменя на камінь.",0
"Але ледве встигла Палагна злізти на верх, коли од Чорногори махнув крилом вітер і захитав дерева.",1
"""Коли б не було бурі"",- погадала вона і обернулась лицем до вітру.",1
"Ну, так і є… Там клекотіла важка синьо-біласта хмара.",-1
"Здавалось, сама Чорногора знялася в небо, готова спуститись на землю та все роздушити.",1
"Вітер біг перед нею та розпихав смереки, а гори й долини зчорніли одразу, як після пожежі.",1
Нічого було і думати йти далі.,0
Палагна заховалась під наметом смереки.,0
Смерека скрипіла.,0
"Здалеку м'яко котився грім, тіні прудко бігли по горах, змиваючи фарби, а високі гаджуги згинались удвоє по далеких верхах.",-1
"""Ще аби градом не вергло"",- лякалась Палагна, загортаючись у кептар.",0
А над головою уже шуміло.,0
"Там, в Чорногорі, чорнокнижники сікли десь лід по замерзлих озерах, а душі страчених нагло збирали той лід у міхи і мчались з ними на хмарах, щоб розсівать по землі.",-1
"""Пропадуть сіножаті, засипле їх ледом, і буде плакать голодна Худібка"",- думала гірко.",-1
"Але не встигла скінчити думки, як вдарив грім.",-1
"Захиталися гори, гаджуги впали верхами на землю, земля піднялась, і все закрутилось у вихрі.",0
"Палагна ледве встигла вхопитись за стовбур і, мов крізь туман, побачила раптом, як дряпавсь на гору якийсь чоловік.",-1
"Боровся з вітром, розкидав ноги, неначе рак, хапався руками за камінь і все дерся на верх.",-1
"Ось він вже близько, зігнувся удвоє, біжить -і врешті став на вершку.",-1
Палагна пізнала Юру.,0
"- Цес, певно, до мене…- налякалась Палагна, але Юра, видимо, її не бачив.",0
"Став проти хмари, одна нога наперед, і склав руки на грудях.",-1
Закинув назад бліде обличчя і вперся похмурим оком у хмару.,-1
"Стояв так довгу хвилину, а хмара ішла на нього.",-1
І раптом сильним рухом він кинув кресаню на землю.,-1
Вітер зараз звіяв її в долину і підхопив на голові в Юри довге волосся.,0
"Тоді Юра підняв до хмари ціпок, що тримав у руці, і крикнув у синій клекіт:

- Стій!",-1
"Я тебе не пускаю!…

Хмара подумала трохи і пустила в одповідь вогняну стрілу.",-1
- Ой!,0
"- закрила Палагна очі рукою, як розсипались гори.",0
"Але Юра так само міцно стояв, і кучері вились на голові в нього, як у гнізді гадюки.",-1
- Ага!,0
Ти так!- крикнув Юра до хмари.- То я мушу тебе заклинати.,-1
"Я заклинаю вас, громи й громовенята, тучі і тученята, я розганяю тебе, фортуно, наліво, на ліси й води… Іди рознесися, як вітер по світі… Розсядься і розситися, ти тут сили не маєш…

Але хмара тільки моргнула зневажливо лівим крилом і почала завертати направо, понад царинки.",0
- Нещастя!,-1
"- стиснула руки Палагна.- Чисто виб'є сіна…

Однак Юра не хотів піддатись.",1
"Він лиш зблід дужче, лиш очі потемніли у нього.",0
"Коли хмара направо - то й він направо, хмара наліво - і він наліво.",-1
"Він бігав за нею, борючись з вітром, махав руками, грозив ціпком.",1
"Він вився, як в'юн, по горі, завертаючи хмару, моцувався із нею, спирав… Ось-ось, ще трошки, ще з сього краю… Чув в грудях силу, метав громи з очей, здіймав руки угору і заклинав Вітер розвіяв його кептар та бив у груди, хмара гарчала, плюскала громом, завертала у очі дощем, драгліла над головою, готова впасти, а він, залитий потом, ледве переводячи дух, метався грунем в нестямі, боячись втратить останні сили.",0
"Чув, що сили вже слабнуть, що в грудях пусто, що вітер рве голос, дощ залива очі, хмара перемагає, і вже останнім зусиллям підняв до неба короткий ціпок:

- Стій!…

І хмара раптом спинилась.",0
"Підняла здивовано край, сперлась, як кінь на задні ноги, заклекотіла внутрішнім гнівом, одчаєм знесилля і вже просила:

- Пусти!",-1
Де ся подіну?,0
- Не пущу!,0
"- Пусти, бо гинем!",0
"- кликали жалібно душі, згинаючись під вагою переповнених градом мішків.",-1
"Тепер ти просиш!… Я тебе заклинаю: іди у безвісті, у провалля, куди коні не доіржуть, корови не дорікують, вівці не доблеюють, ворони не долітають, де християнського гласу не чути… Туди пускаю тебе…

І дивна річ - хмара скорилась, покірно повернула наліво і розв'язала мішки над рікою, засипаючи густим градом зарінок.",-1
"Біла завіса закрила гори, а в глибокій долині щось клекотіло, ламалось і глухо шуміло.",1
Юра упав на землю і важко дихав.,-1
"А коли сонце продерло хмару і мокрі трави враз осміхнулись, Юра наче у сні побачив, що до нього біжить Палагна.",-1
"Вона сяла уся привітно, як сонце, коли нагнулась над ним з турботним питанням:

- Ци тобі, Юрчику, не сталось чого лихого?",0
"- Нічьо, Палагночко, душко, нічьо… Ади!",0
"Я одвернув бурю…

І простяг руки до неї…

Так Палагна стала любаскою Юри.",0
"x x x
Іван дивувався Палагні.",1
"Вона і перше любила пишно вбиратись, а тепер наче щось вступило у неї: навіть у будень носила шовкові хустки, дорогі й писані мудро, блискучі дротяні запаски, а важкі згарди гнули їй шию.",1
"Часом щезала з дому й верталася пізно, червона, розтріпана, п'яна неначе.",0
- Де ти волочишся все?!,0
"- сердивсь Іван.- Гляди, Єаздине!",0
Але Палагна тільки сміялась.,0
- Овва!,0
То вже мені і погуляти не вольно… Я хочу набутись.,0
"Раз жиємо на світі…

Що правда, то правда, життя наше коротке - блисне та й згасне.",1
"Іван сам так думав, але ж бо Палагна занадто.",0
"Щодня вона запивалася в корчмі з Юрою-мольфаром, прилюдно цілувалась і обіймалася з ним, не криючись навіть, що має любаса.",0
Хіба вона перша!,1
"Відколи світ світом, не бувало того, щоб тільки одного триматись.",1
"Всі говорили про Палагну та Юру, чув і Іван, але приймав усе байдуже.",0
"Як мольфар, то й мольфар.",0
"Палагна цвіла й веселилась, а Іван сидів і сох, втрачаючи силу.",0
Він сам дивувався тій зміні.,1
Що сталося з ним?,0
"Сили покидали його, очі, якісь розпорошені й водянисті, глибоко запались, життя втратило смак.",1
Навіть маржинка не давала колишньої втіхи.,-1
"Чи йому пороблено що, чи хто урік?",0
"Не мав до Палагни жалю, навіть кривди не чув у серці, хоч бився за неї з Юром.",-1
"Не з злості, а для годиться, коли люди звели.",-1
"Якби не Семен, його побратим, що заступивсь за Івана, може б, нічого не було.",0
"Бо, стрівшись раз в корчмі, Семен вдарив Юру в лице.",-1
"- А ти, лайдаку якийсь, тобі що до Палагни, не маєш своєї жони?",0
Тоді Іванові соромно стало.,0
"Він скочив до Юри:

- Пазь своєї Гафії, а моєї не руш!",0
- І затряс барткою в Юри перед лицем.,0
- Ти купив її на торзі?,0
- спалахнув Юра.,0
Його бартка так само мигтіла перед очима в Івана.,0
"- Потеруха б тя стерла!…

- Опришку єден!…

- На, маєш.",0
"- Іван тяв перший, просто в чоло.",1
"Але Юра, умиваючись кров'ю, встиг рубанути Івана між очі і об'юшив його аж до Грудей.",0
"Посліпли обоє од хвилі гарячої крові, що заливала їм очі, а все ж кресали бартку об бартку, усе гатили один одному в груди.",0
"Вони танцювали смертельний танець, оті червоні маски, з яких парувала гаряча кров.",0
"Юра мав вже скалічену руку, але щасливим вдаром раптом зламав надвоє Іванову бартку.",-1
"Іван зігнувся, чекаючи смерті, та Юра вгамував свою лють на бігу і гарним, величним рухом одкинув набік свій топірець.",0
"- На безоружного з бартков не йду!…

Тоді вони взялись за барки.",0
їх ледве розборонили.,0
"Ну, що ж. Іван обмив свої рани, закрасивши Черемош кров'ю, та й пішов межи вівці.",-1
Там знайшов свій спочинок й розраду.,0
Однак бійка не помогла.,-1
"Все залишилось, як було.",0
"Так само Палагна не трималася хати, так само марнів Іван.",1
"Його шкура зчорніла та обліпила кості, очі запались ще глибше, його жерли гарячка, роздратовання і неспокій.",-1
Він навіть втратив охоту до їжі.,0
"""Не інакше, як мольфарова справа,- гірко думав Іван,- наважився на життя, хоче з світу мя звести та й сушить…""

Він ходив до ворожки, та одвертала,- не помогло: відай, мольфар сильніший.",1
Іван навіть упевнився у тім.,0
"Проходячи якось повз хату Юри, він почув голос Палагни.",0
Невже вона?,0
Йому сперло у грудях.,0
"Притиснувши серце рукою, Іван приклав вухо до брасі ми.",0
Не помилився.,0
Там була Палагна.,0
"Шукаючи шпари, щоб зазирнути у двір, Іван тихо посувався попід баркан.",0
"Нарешті йому удалось знайти якусь дірку у баркані, і він побачив Палагну і мольфара.",-1
Юра.,0
"зігнувшись, тримав перед Палагною глиняну ляльку і тикав пальцями в неї од ніг до голови.",0
"- Б'ю кілок тут,- шептав зловісно,- і сохнуть руки та й ноги.",0
"В живіт - карається на живіт; не годен їсти…

- А єкби у голову вбив?",-1
- питала цікаво Палагна.,0
"- Тоді гине в той мах…

Се ж вони на нього змовлялись!…

Свідомість того туманом шибнула до голови Івана.",-1
От скочить через баркан і забити обох на місці.,0
"Іван стиснув рукою бартку, зміряв очима баркан, але раптом зів'яв.",-1
Знесилля й байдужність знову обняли все його тіло.,0
Нащо?,0
До чого?,0
"Так вже, певно, йому судилось.",0
"Він змерз одразу, безсило опустив бартку і посунувся далі.",0
"Ішов спустілий, не чуючи землі під ногами, згубивши стежку.",0
Червоні круги літали перед його очима та розпливались по горах.,0
Куди він йшов?,0
Не міг навіть згадати.,0
"Блукав без мети, злазив на гори, спускався і підіймався, куди ноги носили.",-1
"Нарешті побачив, що сидить над рікою.",0
"Вона клекотіла та шуміла під ногами у нього, ся кров зелена зелених гір, а він вдивлявся без тями в її бистрину, аж нарешті в його стомленім мозку засвітилась перша ясніша думка: на сім місці брела колись Марічка.",1
Тут її взяла вода.,0
"Тоді вже згадки самі почали зринати одна по одній, наливати порожні груди.",-1
"Він знов бачив Марічку, її миле обличчя, її просту і щиру ласкавість, чув її голос, її співанки… ""Ізгадай мні, мій миленький, два рази на днину, а я тебе ізгадаю сім раз на годину…"" І от тепер нічого того нема.",1
"Нема й не вернеться вже, як не може ніколи вернутись на ріці піна, що спливла за водою.",-1
"Колись Марічка, а тепер він… Вже його зірка ледве тримається в небі, готова скотитись.",1
Бо що наше життя?,0
"Як блиск на небі, як черешневий цвіт… нетривке й дочасне.",1
"Сонце сховалось за гори, в тихих вечірніх тінях закурились гуцульські хати.",1
"Синій дим вився крізь шпари дахівок, густо окутував хати, що розцвітались на зелені гір, як великі блакитні квітки.",0
"Тусок обіймав серце Івана, душа банувала за чимсь кращим, хоч невідомим, тяглася в інші, кращі світи, де можна б спочити.",1
"А коли надійшла ніч і чорні гори блимнули світлом самотніх осель, як потвори злим оком, Іван почув, що сили ворожі сильніші за нього, що він вже поліг у боротьбі.",-1
"x x x
Іван прокинувсь.",0
"- Вставай,-будила його Марічка.-- Вставай і ходім.",0
Він глянув на таї і анітрошки не здивувався.,0
"Добре, що Марічка нарешті прийшла.",1
Підвівся і вийшов з нею.,0
"Вони мовчки здіймалися вгору, і, хоч була вже ніч, Іван виразно бачив при світлі зірок її обличчя.",0
"Перелізли вориння, що одділяло царинку од лісу, і вступили у густу заросль смерічок.",0
- Чогось так змарнів?,0
Ци ти недужий?,0
- обізвалась Марічка.,0
"- За тобов, душко Марічко… за тобов банував…- Не питав, куди йдуть.",0
Йому було так добре з нею.,1
"- Чи пам'ятаєш, серце Іванку, як ми сходились тут, у сему лісі: ти мені йграв, а я закладала свої руки тобі за шию та й цілувала кучерики любі?",0
"- Ой пам'ятаю, Марічко, й повік не забуду…

Він бачив перед собою Марічку, але йому дивно, бо він разом з тим знає, що то не Марічка, а нявка.",0
"Йшов поруч із нею й боявся пустити Марічку вперед, щоб не побачить криваву дірку ззаду у неї, де видно серце, утробу і все, як се у нявки буває.",-1
"На вузьких стежках він туливсь до Марічки, аби йти рядом, аби не лишитися ззаду, і чув тепло її тіла.",0
- Давно я мала тебе спитати: за що ти вдарив мене в лице?,-1
"Тоді, пам'ятаєш, як билась стариня наша, а я тремтіла під возом, бачачи кров…

- Ти побігла потому, я кинув твої уплітки в воду, а ти дала мені цукерок…

- Я тебе покохала одразу…

Вони все заглублялися в ліс.",-1
"Чорні смереки добродушно простягали над ними свої мохнаті лаби, наче благословляли, скрізь панувала строга, в собі замкнута тиша, і тільки в долинах розбивалася шумом піниста сваволя потоків.",-1
- Раз я хотіла тебе налякати й сховалась.,-1
"Запорпалась в мох, зарилась у папороть і лежала тихенько.",-1
"Ти кликав, шукав, мало не плакав.",-1
А я лежала й дусила у собі сміх.,-1
"А коли врешті знайшов, шо ти зробив зо мною?…

- Ха-ха!",0
"- Ігій!… Безвстиднику єден…

Мило надула губи і так лукаво поглядала на нього.",0
- Ха-ха!,0
- сміявся Іван.,0
"- сміялися обоє, притулившись до себе.",0
"Вона нагадала йому всі їхні дитячі забави, холодні купелі у потоках, жарти і співанки, страхи і втіхи, гарячі обійми і муку розлуки.",-1
"Всі ті милі дрібнички, які гріли їм серце.",0
"- Чому так довго не вертав з полонини, Іванку?",0
Що там робив-есь?,0
"Івана кортіло їй розказати, як його кликала у полонині лісна, прибравши голос Марічки, але він обминав тоту згадку.",0
Свідомість його двоїлась.,0
"Чув, що коло його Марічка, і знав, що Марічки нема на світі, що се хтось інший веде його у безвісті, у недеї, щоб там загубити.",1
"А проте йому добре було, він йшов за її сміхом, за її щебетанням дівочим, не боячись нічого, легкий й щасливий, яким був колись.",1
"Всі його клопоти і турботи, страх смерті, Палагна і ворожий мольфар - все кудись щезло, все одлетіло, наче ніколи нічого такого не було.",-1
"Безжурна молодість й радість знову водили його по сих безлюдних верхах, таких мертвих й самотніх, що навіть лісовий шепіт не міг вдержатись там та спливав у долину шумом потоків.",-1
"- А я тебе все виглядала та й все чекала, коли з полонини повернеш.",0
"Не їла, не спала, співанки розгубила, світ мні зів'яв… Поки ми ся та й любили, сухі дуби цвіли, а як ми ся розлучили, сиренькі пов'яли…

- Не кажи так, Марічко, не кажи, любко… Тепер ми вже разом та й довіку укупі будем…

- Довіку?",1
"Ха-ха…

Іван здригнувся і став.",0
Сухий зловісний сміх різнув йому по серці.,0
Неймовірно озирнувся на неї.,1
"- Смієшся, Марічко?",0
"- Що ти, Іванку!",0
Я не сміялась.,0
То тобі вчулось.,0
Ти вже пристав?,0
Тобі трудно іти?,0
Ходім ще трошки.,0
"Ходімо!…

Вона благала - і він пішов далі, міцно притиснувшись плечем до плеча, з одним бажанням - йти так, щоб не лишитись позаду і не побачить, що у Марічки замість одежі, замість спини… Е, що там… не хотів думать.",-1
Ліс все густішав.,0
"Прілий дух гнилих пнів, запах кладовища лісного йшов на них з пущі, де трухліли мертві смереки та гніздились погані гриби - гадяр і голубінка.",-1
"Великі каміння холоділи під слизьким мохом, голі корні смерек заплітали стежки, вкриті верствою сухої глиці.",1
"Вони йшли далі й далі, забирались в холодний і непривітний глиб верховинних лісів.",-1
Прийшли на полянку.,0
"Тут було трохи ясніше, смереки наче замкнули поза собою чорність глибокої ночі.",1
Враз Марічка здригнулась і стала.,0
Витягла шию і наслухала.,0
"Іван помітив, як тривога слизнула по обличчі у неї, звела її брови.",-1
Що сталось?,0
"Але Марічка нетерпляче спинила його питання, поклала палець на губи на знак мовчання і раптом зникла.",-1
"Все се сталось так несподівано й чудно, що Іван не встиг спам'ятатись.",-1
"Чого вона налякалась, куди й чого втекла?",0
"Він постояв трохи па місці, сподіваючись, що Марічка надійде зараз, але коли її довго не було, він стиха покликав:

- Марічко!…

М'яке запинало смерекового гілля ковтнуло той поклик, і знов було тихо.",0
Іван стривоживсь.,0
"Хотів шукати Марічку, але не звав, в який бік іти, бо не помітив, куди вона зникла.",0
Ще готова десь заблудитись у лісі або зірватись у прірву.,1
Чи не покласти ватру?,0
"Побачить вогонь і буде знати, куди вернутись.",0
Іван накидав сухих галузок і підпалив.,0
Вогонь потрішав трохи підсподом і вигнав дим.,-1
"А коли дим заметавсь над вогнем, заметалися тіні кострубатих смерек і залюднили полянку.",-1
