,text,labels
584,"Його тягне подивитися ще, коли стало видніше.",0
585,Йде в полонину.,0
586,"Холодні роси сідають йому на постоли, небо зачервонілось, і зблідли зорі.",0
587,Іван виходить на верх - і раптом холоне.,-1
588,Де він?,0
589,Що з ним?,0
590,Куди ділися гори?,0
591,"Води обляли кругом полонину, потопили верхи, і полонина пливе самотою в безкрайому морі.",0
592,"Од Чорногори подихнув вітер, повні води хвилюються стиха, чутно, як невидиме ще сонце росте в глибині, а ось виткнувся з моря весь сивий верх, з якого стікає вода.",1
593,"Сильніше подиха холод, зростають вали на морі, і верхи, один за другим, пробиваються з білої піни.",-1
594,Світ наче наново родився.,1
595,"Води постікали з верхів і ходять вже під ногами, сонце простелило на небі свою корону і ось-ось покаже лице, а з стаї несеться сумний голос трембіти і будить зі сну полонину.",0
596,"x x x
Так літував Іван у полонині, аж поки вона не спустіла.",0
597,"Стекла маржинка назад в долини, розібрана хазяями, одтрембітали своє трембіти, лежать здоптані трави, а вітер осінній заводить над ними, як над мерцем.",-1
598,Лишились тільки ватаг зі спузарем.,0
599,"Вони мусять чекати, аж згасне вогонь, той вогонь полонинський, що сам народився, неначе бог, сам має й заснути.",0
600,"А коли і їх вже не стало, на засмучену полонину приволіклась мара та й нипа по стаї й по загородах, чи не лишилось чого для неї.",-1
601,"x x x
Надаремне Іван поспішав з полонини: він не застав Марічки живою.",1
602,"За день перед сим, коли брела Черемош, взяла її вода.",0
603,"Несподівано заскочила повінь, люті габи([26]) збили Марічку з ніг, кинули потім на гоц([27]) і понесли поміж скелі в долину.",-1
604,"Марічку несла ріка, а люди дивились, як крутять нею габи, чули крики й благання і не могли врятувати.",-1
605,Іван не вірив.,0
606,"Се, певно, штуки Гутенюків.",0
607,Дізнались про їхнє кохання й сховали Марічку.,0
608,"А коли зо всіх боків чув лиш те саме, рішив шукати тіла.",-1
609,"Мусило ж прибитись десь до кашіци([28]), десь люди мали його спіймати.",0
610,"Пішов вздовж річки, повний пекучого гніву і злоби до її вічного шуму, до киплячої люті.",-1
611,В одному селі знайшов-таки тіло.,0
612,"Його вже витягли на зарінок, але він не пізнав в ньому Марічки.",0
613,"Се не Марічка була, а якийсь мокрий лантух, синя кривава маса, стерта річним камінням, як у млині…

Великий жаль вхопив Івана за серце.",-1
614,"Зразу його тягло скочити з скелі у крутіж: ""На, жери і мене!""",0
615,"Але потому щемлячий тусок погнав його в гори, далі од річки.",0
616,"Затуляв вуха, щоб не чути зрадливого шуму, що прийняв в себе останнє дихання його Марічки.",-1
617,"Блукав по лісі, поміж камінням, в заломах, як ведмідь, що зализує рани, і навіть голод не міг прогнати його в село.",-1
618,"Знаходив ожини, гогози, пив воду з потоків і тим живився.",-1
619,Потому щез.,0
620,"Люди гадали, що він загинув з великого жалю, а дівчата склали співанки про їхнє кохання та смерть, які розійшлися по горах.",0
621,"Шість літ не було чутки про нього, на сьомий раптом з'явився.",-1
622,"Худий, зчорнілий, багато старший од своїх літ, але спокійний.",1
623,"Оповідав, що пастушив на угорському боці.",0
624,"Ще з рік так походив, а відтак оженився.",0
625,Треба ж було Єаздувати.,0
626,"Коли замовкли стріли пістолів і одспівали весілля, а жінка пригнала до загороди вівці й корови, Іван був задоволений навіть.",1
627,"Його Палагна була з багацького роду, фудульна, здорова дівка, з грубим голосом й воластою шиєю.",0
628,"Правда, вона любила пишне лудіння, і немало десь піде грошей на шовкові хустки та дорогі згарди, але то байка!",1
629,"Поглядаючи на овечки, що блеяли в загородах, на свій писаний ботей (стадо), на корови, що дзвонили та рули по випасах в лісі,- він не журився.",0
630,Тепер він мав коло чого ходити.,0
631,"Не був жадний багатства - не па те гуцул жиє на світі,- саме плекання маржинки сповняло радістю серце.",1
632,Як дитина для мами - та кою була для нього худібка.,0
633,"Весь час, всі думки займала турбота про сіно, про вигоди маржинці, щоб не заслабла, щоб хто не зурочив, щоб вівці щасливо котились, а корови уположались.",0
634,"Скрізь, од усього була небезпека, і треба було добре глядіти маржину од гадини, звіра і од відьом, які всякими способами потягали манну з коров та потинали худібку.",0
635,"Треба було багато знати, підкурювать, ворожити, збирати помічне зілля і замовляти.",0
636,Палагна йому помагала.,0
637,"З неї була добра Єаздиня, і свої вічні турботи він ділив з нею.",1
638,- Ну і сусіди дав нам пан-біг!,0
639,"- жалілась вона чоловікові.- Війшла даві в притулу Хима, глянула на ягнєта та як сплесне в долоні: ""їй!",0
640,"Які вони файні!""",0
641,"На, маєш, гадаю собі.",0
642,"Не встигла та за поріг, а двоє ягнєт закрутилось на місці - та й вже по них… Ігій на тебе, відьмо…

- А я йду сночі,- оповідав Іван,- повз її хату та й дивлюся - кочеється шос кругле, гейби капшук.",0
643,"Та й світиться так, наче зірниця.",1
644,"Став я й дивлюся, а воно по царинці, через вориннє та й просто в Химині двері… Абих так здоров був!… Якби був догадався та зняв свої гачі, може б, ними відьму імив, а так пропало…

З другого боку, на найближчім горбі, сусідив Юра.",0
645,"Про нього люди казали, що він богує.",0
646,"Він був як бог, знаючий і сильний, той градівник і мольфар.",1
647,"В своїх дужих руках тримав сили небесні й земні, смерть і життя, здоров'я маржини й людини, його боялись, але потребували усі.",-1
648,"Траплялось, що і Іван звертався до нього, але за кожним разом, стрічаючи погляд чорних пекучих очей моль-фара, спльовував непомітно: ""Сіль тобі в оці!…""

Проте найгірше докучала їм Хима.",-1
649,"Стара улеслива баба, завжди така привітна, вона вечорами перекидалась в білого пса та нипала по загородах сусідських.",1
650,"Не раз Іван метав сокирою в неї, жбурляв вилами та проганяв.",-1
651,Ряба корова на очах худла і все менше та менше давала подою.,0
652,"Палагна знала, чия то справа.",0
653,"Вона підглядала, говорила примівки, по кілька разів на вечір бігала до коров, вставала навіть вночі.",0
654,"Раз наробила такого крику, що Іван біг в загороду як навіжений і мусив одганяти од порога велику жабу, що намагалась перелізти у хлів.",0
655,"Але жаба раптом десь щезла, а з-за вориння скрипів вже голосок Химин:

- Добрий вам вечір, сусідоньки красні… хе-хе…

Безвстидна!",0
656,"Чого вона тільки не виробляла, ота родима відьма!",0
657,"Перекидалась у полотно, що біліло смерком попід лісом, повзла вужем або котилась горбами прозорим клубком.",1
658,"Спивала, нарешті, місяць, щоб було темно, як йде до чужої худоби.",0
659,"Не один присягався, що бачив, як вона терницю доїть: заб'є у неї чотири кілки, неначе дійки,- і надоїть повну дійницю.",0
660,Скільки клопоту було в Івава!,0
661,Він не мав навіть коли спам'ятатись.,0
662,"Ґаздівство потребувало вічної праці, життя маржини так тісно в'язалось з його власним життям, що витісняло всякі інші думки.",1
663,"Але часами, несподівано зовсім, коли він зводив очі на зелені царинки, де спочивало в копицях сіно, або на глибокий задуманий ліс, звідти злітав до нього давно забутий голос:

Ізгадай мні, мій миленький,
Два рази на днину,
А я тебе ізгадаю
Сім раз на годину…
Тоді він кидав роботу і десь пропадав.",-1
664,"Фудульна Палагна, що звикла шість день на тиждень робити і тільки в свято одпочивала, пишаючись красним лудінням, сердито дорікала за його примхи.",0
665,"Але він гнівавсь:

- Заткнися.",0
666,"Пазь лиш своє і дай мені спокій…

Він сам сердивсь на себе: ""Нащо воно?""",1
667,- і винувато йшов до худоби.,0
668,Приносив їй хліба чи грудку солі.,0
669,"З довірливим риком тяглася до нього його біланя або голубаня, висувала теплий червоний язик і разом з сіллю лизала руки.",0
670,"Вогкі блискучі очі приязно дивились на нього, а теплий дух молочного вим'я та свіжого гною знову вертали втрачений спокій і рівновагу.",1
671,"В кошарі його обливало ціле море овець, таких маленьких, круглих.",0
672,"Вони знали господаря свого, сі барани і ягниці, і з радісним беканням терлись до його ніг.",1
673,Він запускав пальці в пухнату вовну або з батьківським почуттям брав на руки ягня - і дух полонини віяв тоді над ним та О кликав у гори.,0
674,Ставало спокійно і тепло на серці.,1
675,У сьому була Іванова радість.,1
676,Чи він кохав Палагну?,1
677,Така думка ніколи не займала його голови.,-1
678,"Він Єазда, вона Єаздиня, і хоч дітей у них не було, зате була худібка- чого ж ще більше?",0
679,"На добрім хазяйстві Палагна набралась тіла, стала повна й червона, курила люльку, як Іванова мати, носила пишні шовкові хустки, а на воластій шиї блищало у неї стільки намиста, що челядь з заздрощів аж розсідалась.",0
680,Вони їздили разом до міста або на храм.,0
681,"Палагна сама сідлала свого коня і закладала червоний постіл в стремено так гордо, неначе всі гори належали тільки до неї.",0
682,"На храмах були люди та далекі роди, пінилось пиво, лилась горілка, злітались усякі новини з далеких гір, Іван обіймав молодиці, Палагну цілували чужі чоловіки - ото диво яке!",1
683,"- і вдоволені, що набулись так файно, вони вертались знову до щоденних турбот.",0
684,До них теж приїздили чесні Єазди в гостину.,1
685,- Слава Ісусу.,1
686,"Як жінка, маржинка, ци дужі?",0
687,"- Гаразд, як ви?…

Засідали за мережаний стіл.",0
688,"тяжкі в своїм овечім убранні, і споживали вкупі свіжу кулешу та гуслянку гостру, од якої облазив язик.",1
689,Так йшло життя.,0
690,"Для праці - будні, для ворожіння - свято.",1
691,На святий вечір Іван був завжди в дивнім настрої.,1
692,"Наче переповнений чимсь таємничим й священним, він все робив поважно, неначе службу божу служив.",-1
693,"Клав Палагні живий вогонь для вечері, стелив сіно на стіл та під столом і з повною вірою рикав при тім, як корова, блеяв вівцею та ржав конем, аби велася худоба.",1
694,"Обкурював ладаном хату й кошари, щоб одігнати звіра й відьом, а коли червона од метушні Палагна серед курива того ознаймляла нарешті, що готові усі дванадцять страв, він, перше ніж засісти за стіл, ніс тайну вечерю худобі.",1
695,"Вона першою мусила скоштувати голубці, сливи, біб та логазу, які так старанно готувала для нього Палагна.",1
696,Але се було не все.,0
697,"Ще годилось закликать на тайну вечерю усі ворожі сили, перед якими берігся через ціле життя.",-1
698,"Брав в одну руку зі стравою миску, а в другу сокиру і виходив надвір.",-1
699,"Зелені гори, убравшись у білі гуглі, прислухались чуйно, як дзвеніло на небі золото зір, мороз блискав срібним мечем, потинаючи згуки в повітрі, а Іван простягав руку у сю скуту зимою безлюдність і кликав на тайну вечерю до себе всіх чорнокнижників, мольфарів, планетників всяких, вовків лісових та ведмедів.",1
700,"Він кликав бурю, щоб була ласкава прийти до нього на ситі страви, на палені горілки, на вечерю святу,- але вони не були ласкаві і ніхто не приходив, хоч Іван спрошував тричі.",0
701,"Тоді він заклинав їх, щоб не з'являлись ніколи,- і легко зітхав.",1
702,Палагна чекала в хаті.,0
703,"Вогонь в печі лежав втомившись, тихо дрімаючи жаром, страви спочивали на сіні, різдвяна мирність спливала з темних кутків, голод тягнув до їжі, але вони ще не сміли сісти за стіл.",-1
704,"Палагна поглядала на чоловіка - і в згоді вони разом згинали коліна, благаючи бога, щоб припустив до вечері ті душі, що їх ніхто не знає, що пропадом пропадають, бутанами([29]) побиті, дорогами покалічені, водами потоплені.",0
705,"Ніхто за них не згадає, ані встаючи, ані лягаючи, ніхто не згадає, дорогою йдучи, а вони, бідні душі, гірко пробувають у пеклі, чекаючи вечора святого…

І коли так молились, Іван був певний, що за плечима у нього плаче, схилившись, Марічка, а душі нагло померлих невидиме сідають на лави.",-1
706,"- Продуй перше, ніж маєш сісти!",1
707,- вимагала від Івана Палагна.,-1
708,Але він знав і без неї.,0
709,"Старанно продмухував місце на лаві, щоб не привалить яку душу, і засідав до вечері…

На Маланки до маржини у загороду приходив сам бог.",0
710,"На високому небі ясно горіли зорі, люто тріщав мороз, а сивий бог йшов босоніж по пухкому снігу і тихо одхиляв двері кошари.",-1
711,"Прокинувшись вночі, Іван наслухав і, здавалося, чув, як лагідний голос питає маржинку: ""Ци ти, худібка, наїжена, напоєна добре?",1
712,"Ци сокотить тебе Єазда?""",0
713,"Радісно блеяли вівці, веселим риком обзивались корови - Єазда доглядає їх добре, сумлінно, поїть, годує і навіть нині вичесав шерсть.",1
714,Тепер пан-біг напевно обдарує його новим приплодом.,1
715,І бог давав приплід.,0
716,"Овечки мирно котились, чинили ягнички, корови щасливо уположались.",1
717,Палагна вічно заклопотана була своїм ворожінням.,0
718,"Палила поміж маржиною ватру, аби вона була світуча, красна, як боже світло, аби до неї не мав приступу злий.",-1
719,"Вона робила, що тільки знала, аби худоба була така тиха, як корінь в землі, така манниста, як у потоці вода.",0
720,"Вона так ніжно промовляла до неї:

- Ти меш годувати мене і мого Єазду, а я тебе буду шанувати, щоб ти легко спала, щобис рідко рикала, щоби тебе чередінниця не пізнала, де ти ночувала, де ти стояла, щоби тебе хто не урік…

Так йшло життя худоб'яче й людське, що зливалось докупи, як два джерельця у горах в один потік.",1
721,"x x x
Завтра велике свято.",1
722,"Теплий Юрій одбира од холодного Дмитра ключі світові, щоб править землею.",-1
723,"Повні води, на яких плава земля, піднесуть її вище до сонця, Юрій закосичить ліси і царинки, вівця ме обростати у вовну, як літом земля травою, а сінокоси спічнуть од худібки, заростаючи велико зелом.",0
724,"Завтра - весна, день радості й сонця, а вже сьогодні гори цвітуть вогнями і синій дим загортає смереки прозорим серпанком А коли сонце знизилось, одцвіли ватри і дими одлетіли у небо, радісним риком обізвалась худоба, перегнана через жар, аби була остра у літі, як тота ватра, аби множилась так, як намноживсь од вогню попіл.",1
725,"Пізно обляглись перед Юрієм люди, хоч рано мали вставати.",-1
726,"Палагна збудилась, як тільки почало дніти.",0
727,"""Чи ще не рано?""",-1
728,"- подумала вголос, але зараз згадала, що нині свято і треба йти на царинку.",0
729,Одкинула теплий ліжник і встала на ноги.,0
730,"Іван ще спав, піч позіхала в кутку чорним отвором пащі, а під нею сумно бринів цвіркун.",-1
731,"Палагна розщібнула сорочку, скинула з себе, постояла гола посеред хати і, боязко озираючись на Івана, пішла до дверей.",-1
732,"Скрипнули двері, і ранішній холод обвіяв їй тіло.",-1
733,Гори ще спали.,-1
734,"Спали ще смерекові ліси, як ченці строгі, посірілі за ніч царинки і сиві шпилі, що розпливались в тумані.",-1
735,"Холодна мрич підіймалась з долини та простягала білі мохнаті лаби до чорних смерек, а під блідим ще небом оповідав свій сон Черемош.",-1
736,Палагна ступала по мокрих травах і злегка тремтіла в ранішнім холодку.,-1
737,"Вона була певна, що ніхто її не побачить, а якби й побачив, то що?",0
738,"Звісно, шкода було б, якби пропало її ворожіння.",-1
739,Іншої думки в неї не було.,0
740,"На благовіщення ще вона закопала у муравлисько сіль, булку й намисто і нині треба було все те звідти дістати.",0
741,Помалу звикла до зимна.,0
742,"Її туге тіло, що не знало ще материнства, свобідно і гордо пливло в молодих травах царинки, таке рожеве і свіже, як позолочена хмара, переповнена теплим весняним дощем.",1
743,Нарешті спинилась під буком.,0
744,"Але перше ніж розкопать муравлисько, вона підняла угору руки і потяглася смачно всім тілом, хруснувши кісточками.",1
745,"І враз почула, що тратить силу.",0
746,Щось їй недобре.,0
747,"Опустила безвладно руки, глянула перед себе і раптом впірнула в чорну вогнисту безодню, що не пускала її від себе.",-1
748,Юра-мольфар стояв по той бік вориння і дивився на неї.,0
749,Вона хотіла крикнуть на нього - і не могла.,0
750,Хотіла закрити груди руками - й не мала сили їх зняти.,0
751,Намагалась втекти - і вросла в землю.,0
752,"Стояла безсила, сливе зомліла, і уперто дивилась у дві чорні жаринки, що випивали з неї всю силу.",-1
753,Врешті у ній ворухнулася злість.,-1
754,Пропало ціле ворожіння!,0
755,"Палагна зробила над собою зусилля, щоб підняти ту злість, і сердито обізвалась до нього:

- Чого вилупив баньки?",-1
756,Не видів?,0
757,"Не спускаючи з неї очей, якими скував її всю, Юра блимнув зубами:

- Такої, як ви, Палагно, бігме, не видів.",0
758,Й закинув ногу через вориння.,0
759,"Вона бачила добре, як плили до неї ті дві жаринки, що спопелили її волю, а все ж стояла, нездатна поворухнутись, чи то в солодкім, чи то в жахливім чеканні.",0
760,Він був вже близько.,0
761,"Бачила мережані шви кептара… блискучі зуби в отворі рота… напівпідняту руку… Тепло його тіла зблизька війнуло на неї, а вона все ще стояла.",1
762,"І аж коли залізні пальці стиснули їй руку та потягли до себе, вона з криком шарпонулась і побігла до хати.",-1
763,"Мольфар стояв, роздуваючи ніздрі, і дивився услід, як біле Палагнине тіло вигиналось на травах, мов габи в Черемоші.",0
764,"Потому, коли Палагна вже щезла, він переліз знову вориння і знов почав розсівать по царинці попіл од учорашньої ватри, аби корови та вівці, що будуть тут пастись, пишно плодились, щоб кожна ягничка чинила по двоє…

Палагна прибігла додому лиха.",1
765,"Добре, що хоч Іван нічого не бачив.",1
766,"Ну і сусідонько файний, смага б ті втяла!",0
767,"Не мав коли приступитись до неї!… Ігій на тебе!… А що ворожіння пропало - то вже пропало… Вагалась, чи казати про Юру Іванові, чи дати спокій.",1
768,"Ще бійка готова вийти з того та сварка, а з мольфаром лиш зачепись… От були дати в лице та й вже… Але Палагна звала, що не годна зняти на нього руку.",-1
769,"Навіть при одній думці про се почувала млость у всім тілі, в руках і в ногах, якусь солодку знемогу.",0
770,"Чула немов павутиння на всьому тілі од гарячого погляду чорних очей, од блиску зубів в пожадливо одкритому роті.",1
771,"І що б вона не робила в той день, мольфарів погляд її в'язав.",0
772,"Вже зо два тижні минуло від того часу, а Палагна Іванові не казала про стрічу а Юром.",0
773,Вона лиш придивлялась до чоловіка.,0
774,"Щось було важке у ньому, якась жура його гризла та ослабляла тіло, щось старе, водянисте світилось в його стомлених очах.",0
775,"Помітно худ, ставав байдужий.",0
776,"Ні, Юра кращий.",1
777,"Коли б захотіла мати любаса, узяла б Юру.",0
778,"Але Палагна була фудульна, її силком не візьмеш.",0
779,"До того, була сердита на мольфара.",0
780,Раз вони стрілись біля ріки.,0
781,"Палагні на мить здалося, що вона гола, що тонке павутиння опутало все тіло її.",1
782,"Вона наче крізь сон почула:

- Як спали, Палагвочко, душко?",-1
783,"На язиці в неї вертілась відповідь: ""Гаразд, як ви?""",0
784,"Але вона здержалась, закопилила губу, гордо підняла голову і минула його, немов не бачила навіть.",0
785,- Як дужі?,0
786,- почула ззаду удруге.,0
787,Але не обернулась.,0
788,"""Ну, тепер начувайся біди!""",-1
789,- подумала зі страхом.,-1
790,"І справді ледве вернулась додому, Іван стрів її звісткою, що здохла ягничка.",0
791,"Але, на диво, їй анітрошки не жалко було ягнички.",1
792,"Навіть злість брала, що Іван так побивається дуже за нею.",-1
793,Юра більше не переходив Палагні дороги.,0
794,Однак її думка все частіше зверталась до нього.,0
795,"Цікаво й охоче прислухалась Палагна оповіданням про його силу і дивувалась, скільки він може, той палкий Юра, що не видів кращої од Палагни!",1
796,"Він був могутній, потужний, все знав.",0
797,"Од його слова гинула зразу худоба, сохла й чорніла, як дим, людина, він міг наслати смерть і життя, розігнать хмару і сперти град, вогнем чорного ока спопелить ворогів і запалити в жіночому серці кохання.",-1
798,"Він був земним богом, той Юра, що хтів Палагни, що простягав по неї руки, в яких тримає світові сили.",-1
799,"Її серце часами в'яло для корів і чоловіка, вони там блідли, як розсівається мрич, що на хвилинку сіда на смереки.",0
800,"З нудьгою вона йшла на царинку, під бук, і там почувала на своїх грудях тепле дихання Юри, залізні пальці його руки.",-1
801,"Він мав би з неї любаску, коли б тоді з'явився.",0
802,"Але він не з'являвся…

Була гаряча днина.",1
803,"Ігрець закурився, земля парувала, од Чорногори бігли безперестанку хмари та виливались дощі, на які збоку світило сонце.",-1
804,"Так було парно, що Палагна нізащо не полізла б на грунь, коли б не приснився їй сон, який віщував для худоби недобре.",0
805,Вона хотіла одвідать корови у лісі.,0
806,"Круг неї гори курились од мричі, наче скипіли гірські потоки й запарували.",-1
807,Черемош знизу шумів.,-1
808,"Йому твердо було лежати на скелях, і він перескакував з каменя на камінь.",0
809,"Але ледве встигла Палагна злізти на верх, коли од Чорногори махнув крилом вітер і захитав дерева.",1
810,"""Коли б не було бурі"",- погадала вона і обернулась лицем до вітру.",1
811,"Ну, так і є… Там клекотіла важка синьо-біласта хмара.",-1
812,"Здавалось, сама Чорногора знялася в небо, готова спуститись на землю та все роздушити.",1
813,"Вітер біг перед нею та розпихав смереки, а гори й долини зчорніли одразу, як після пожежі.",1
814,Нічого було і думати йти далі.,0
815,Палагна заховалась під наметом смереки.,0
816,Смерека скрипіла.,0
817,"Здалеку м'яко котився грім, тіні прудко бігли по горах, змиваючи фарби, а високі гаджуги згинались удвоє по далеких верхах.",-1
818,"""Ще аби градом не вергло"",- лякалась Палагна, загортаючись у кептар.",0
819,А над головою уже шуміло.,0
820,"Там, в Чорногорі, чорнокнижники сікли десь лід по замерзлих озерах, а душі страчених нагло збирали той лід у міхи і мчались з ними на хмарах, щоб розсівать по землі.",-1
821,"""Пропадуть сіножаті, засипле їх ледом, і буде плакать голодна Худібка"",- думала гірко.",-1
822,"Але не встигла скінчити думки, як вдарив грім.",-1
823,"Захиталися гори, гаджуги впали верхами на землю, земля піднялась, і все закрутилось у вихрі.",0
824,"Палагна ледве встигла вхопитись за стовбур і, мов крізь туман, побачила раптом, як дряпавсь на гору якийсь чоловік.",-1
825,"Боровся з вітром, розкидав ноги, неначе рак, хапався руками за камінь і все дерся на верх.",-1
826,"Ось він вже близько, зігнувся удвоє, біжить -і врешті став на вершку.",-1
827,Палагна пізнала Юру.,0
828,"- Цес, певно, до мене…- налякалась Палагна, але Юра, видимо, її не бачив.",0
829,"Став проти хмари, одна нога наперед, і склав руки на грудях.",-1
830,Закинув назад бліде обличчя і вперся похмурим оком у хмару.,-1
831,"Стояв так довгу хвилину, а хмара ішла на нього.",-1
832,І раптом сильним рухом він кинув кресаню на землю.,-1
833,Вітер зараз звіяв її в долину і підхопив на голові в Юри довге волосся.,0
834,"Тоді Юра підняв до хмари ціпок, що тримав у руці, і крикнув у синій клекіт:

- Стій!",-1
835,"Я тебе не пускаю!…

Хмара подумала трохи і пустила в одповідь вогняну стрілу.",-1
836,- Ой!,0
837,"- закрила Палагна очі рукою, як розсипались гори.",0
838,"Але Юра так само міцно стояв, і кучері вились на голові в нього, як у гнізді гадюки.",-1
839,- Ага!,0
840,Ти так!- крикнув Юра до хмари.- То я мушу тебе заклинати.,-1
841,"Я заклинаю вас, громи й громовенята, тучі і тученята, я розганяю тебе, фортуно, наліво, на ліси й води… Іди рознесися, як вітер по світі… Розсядься і розситися, ти тут сили не маєш…

Але хмара тільки моргнула зневажливо лівим крилом і почала завертати направо, понад царинки.",0
842,- Нещастя!,-1
843,"- стиснула руки Палагна.- Чисто виб'є сіна…

Однак Юра не хотів піддатись.",1
844,"Він лиш зблід дужче, лиш очі потемніли у нього.",0
845,"Коли хмара направо - то й він направо, хмара наліво - і він наліво.",-1
846,"Він бігав за нею, борючись з вітром, махав руками, грозив ціпком.",1
847,"Він вився, як в'юн, по горі, завертаючи хмару, моцувався із нею, спирав… Ось-ось, ще трошки, ще з сього краю… Чув в грудях силу, метав громи з очей, здіймав руки угору і заклинав Вітер розвіяв його кептар та бив у груди, хмара гарчала, плюскала громом, завертала у очі дощем, драгліла над головою, готова впасти, а він, залитий потом, ледве переводячи дух, метався грунем в нестямі, боячись втратить останні сили.",0
848,"Чув, що сили вже слабнуть, що в грудях пусто, що вітер рве голос, дощ залива очі, хмара перемагає, і вже останнім зусиллям підняв до неба короткий ціпок:

- Стій!…

І хмара раптом спинилась.",0
849,"Підняла здивовано край, сперлась, як кінь на задні ноги, заклекотіла внутрішнім гнівом, одчаєм знесилля і вже просила:

- Пусти!",-1
850,Де ся подіну?,0
851,- Не пущу!,0
852,"- Пусти, бо гинем!",0
853,"- кликали жалібно душі, згинаючись під вагою переповнених градом мішків.",-1
854,"Тепер ти просиш!… Я тебе заклинаю: іди у безвісті, у провалля, куди коні не доіржуть, корови не дорікують, вівці не доблеюють, ворони не долітають, де християнського гласу не чути… Туди пускаю тебе…

І дивна річ - хмара скорилась, покірно повернула наліво і розв'язала мішки над рікою, засипаючи густим градом зарінок.",-1
855,"Біла завіса закрила гори, а в глибокій долині щось клекотіло, ламалось і глухо шуміло.",1
856,Юра упав на землю і важко дихав.,-1
857,"А коли сонце продерло хмару і мокрі трави враз осміхнулись, Юра наче у сні побачив, що до нього біжить Палагна.",-1
858,"Вона сяла уся привітно, як сонце, коли нагнулась над ним з турботним питанням:

- Ци тобі, Юрчику, не сталось чого лихого?",0
859,"- Нічьо, Палагночко, душко, нічьо… Ади!",0
860,"Я одвернув бурю…

І простяг руки до неї…

Так Палагна стала любаскою Юри.",0
861,"x x x
Іван дивувався Палагні.",1
862,"Вона і перше любила пишно вбиратись, а тепер наче щось вступило у неї: навіть у будень носила шовкові хустки, дорогі й писані мудро, блискучі дротяні запаски, а важкі згарди гнули їй шию.",1
863,"Часом щезала з дому й верталася пізно, червона, розтріпана, п'яна неначе.",0
864,- Де ти волочишся все?!,0
865,"- сердивсь Іван.- Гляди, Єаздине!",0
866,Але Палагна тільки сміялась.,0
867,- Овва!,0
868,То вже мені і погуляти не вольно… Я хочу набутись.,0
869,"Раз жиємо на світі…

Що правда, то правда, життя наше коротке - блисне та й згасне.",1
870,"Іван сам так думав, але ж бо Палагна занадто.",0
871,"Щодня вона запивалася в корчмі з Юрою-мольфаром, прилюдно цілувалась і обіймалася з ним, не криючись навіть, що має любаса.",0
872,Хіба вона перша!,1
873,"Відколи світ світом, не бувало того, щоб тільки одного триматись.",1
874,"Всі говорили про Палагну та Юру, чув і Іван, але приймав усе байдуже.",0
875,"Як мольфар, то й мольфар.",0
876,"Палагна цвіла й веселилась, а Іван сидів і сох, втрачаючи силу.",0
877,Він сам дивувався тій зміні.,1
